
mdupont@mdupont-G470:~/experiments/ai-ticket$ sudo docker-compose up
Creating ai-ticket_jarvis_1 ... 
Creating ai-ticket_auto-gpt-aj_1 ... 
Creating ai-ticket_the_agency_4_1 ... 
Starting ai-ticket_act_base_1     ... 
Creating ai-ticket_scott-gpt_1    ... 
Creating ai-ticket_swarms_of_sparta_1 ... 
Creating ai-ticket_auto-gpt-chat-gpt-prompts_1 ... 
Creating ai-ticket_mason_boom_1                ... 
Creating ai-ticket_the_agency_2_1              ... 
Creating ai-ticket_mason_boom_testgpt_1        ... 
Creating ai-ticket_the_agency_3_1              ... 
Creating ai-ticket_mljar_1                     ... 
Creating ai-ticket_the_agency_1_1              ... 
Creating ai-ticket_mason_boom_pa_1             ... 
Creating ai-ticket_babyagi_1                   ... 
Creating ai-ticket_autogpt-turbo_1             ... 
Starting ai-ticket_poetry_base_1               ... 
Starting ai-ticket_ai_ticket_1                 ... 
ai-ticket_mockopenai_1 is up-to-date
Creating ai-ticket_basic_agent_1               ... 
Creating ai-ticket_arena_1                     ... 
Creating ai-ticket_autogpt_1                   ... 
Attaching to ai-ticket_act_base_1, ai-ticket_mason_boom_pa_1, ai-ticket_mason_boom_1, ai-ticket_poetry_base_1, ai-ticket_auto-gpt-chat-gpt-prompts_1, ai-ticket_mason_boom_testgpt_1, ai-ticket_the_agency_4_1, ai-ticket_babyagi_1, ai-ticket_the_agency_3_1, ai-ticket_scott-gpt_1, ai-ticket_autogpt-turbo_1, ai-ticket_the_agency_2_1, ai-ticket_auto-gpt-aj_1, ai-ticket_mljar_1, ai-ticket_swarms_of_sparta_1, ai-ticket_jarvis_1, ai-ticket_the_agency_1_1, ai-ticket_ai_ticket_1, ai-ticket_mockopenai_1, ai-ticket_basic_agent_1, ai-ticket_arena_1, ai-ticket_autogpt_1
ai-ticket_act_base_1 exited with code 0
auto-gpt-aj_1                | Warning: 文件 'auto-gpt.json' 不存在. 本地内存不会保存到文件中。.
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/chains/llm.py", line 103, in generate
mockopenai_1                 |     return self.llm.generate_prompt(
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 497, in generate_prompt
mockopenai_1                 |     return self.generate(prompt_strings, stop=stop, callbacks=callbacks, **kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 646, in generate
mockopenai_1                 |     output = self._generate_helper(
mockopenai_1                 |              ^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 534, in _generate_helper
mockopenai_1                 |     raise e
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 521, in _generate_helper
mockopenai_1                 |     self._generate(
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 401, in _generate
mockopenai_1                 |     response = completion_with_retry(
mockopenai_1                 |                ^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 115, in completion_with_retry
mockopenai_1                 |     return _completion_with_retry(**kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 289, in wrapped_f
mockopenai_1                 |     return self(f, *args, **kw)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 379, in __call__
mockopenai_1                 |     do = self.iter(retry_state=retry_state)
mockopenai_1                 |          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 325, in iter
mockopenai_1                 |     raise retry_exc.reraise()
mockopenai_1                 |           ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 158, in reraise
mockopenai_1                 |     raise self.last_attempt.result()
mockopenai_1                 |           ^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/usr/local/lib/python3.11/concurrent/futures/_base.py", line 449, in result
mockopenai_1                 |     return self.__get_result()
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/usr/local/lib/python3.11/concurrent/futures/_base.py", line 401, in __get_result
mockopenai_1                 |     raise self._exception
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 382, in __call__
mockopenai_1                 |     result = fn(*args, **kwargs)
mockopenai_1                 |              ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 113, in _completion_with_retry
mockopenai_1                 |     return llm.client.create(**kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_resources/completion.py", line 25, in create
mockopenai_1                 |     return super().create(*args, **kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_resources/abstract/engine_api_resource.py", line 155, in create
mockopenai_1                 |     response, _, api_key = requestor.request(
mockopenai_1                 |                            ^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 299, in request
mockopenai_1                 |     resp, got_stream = self._interpret_response(result, stream)
mockopenai_1                 |                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 710, in _interpret_response
mockopenai_1                 |     self._interpret_response_line(
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 775, in _interpret_response_line
mockopenai_1                 |     raise self.handle_error_response(
mockopenai_1                 | openai.error.RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method.
mockopenai_1                 | 172.18.0.4 - - [16/Oct/2023 21:21:10] "POST /v1/chat/completions HTTP/1.1" 500 -
2023-10-16 21:21:10,982 INFO  message='OpenAI API response' path=http://mockopenai:5000/v1/chat/completions processing_ms=None request_id=None response_code=500
Traceback (most recent call last):
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/openai/api_requestor.py", line 755, in _interpret_response_line
swarms_of_sparta_1           |     data = json.loads(rbody)
swarms_of_sparta_1           |   File "/usr/local/lib/python3.10/json/__init__.py", line 346, in loads
swarms_of_sparta_1           |     return _default_decoder.decode(s)
swarms_of_sparta_1           |   File "/usr/local/lib/python3.10/json/decoder.py", line 337, in decode
swarms_of_sparta_1           |     obj, end = self.raw_decode(s, idx=_w(s, 0).end())
swarms_of_sparta_1           |   File "/usr/local/lib/python3.10/json/decoder.py", line 355, in raw_decode
swarms_of_sparta_1           |     raise JSONDecodeError("Expecting value", s, err.value) from None
swarms_of_sparta_1           | json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)
swarms_of_sparta_1           | 
swarms_of_sparta_1           | The above exception was the direct cause of the following exception:
swarms_of_sparta_1           | 
swarms_of_sparta_1           | Traceback (most recent call last):
swarms_of_sparta_1           |   File "/usr/local/lib/python3.10/runpy.py", line 196, in _run_module_as_main
swarms_of_sparta_1           |     return _run_code(code, main_globals, None,
swarms_of_sparta_1           |   File "/usr/local/lib/python3.10/runpy.py", line 86, in _run_code
swarms_of_sparta_1           |     exec(code, run_globals)
swarms_of_sparta_1           |   File "/app/autogpt/__main__.py", line 5, in <module>
swarms_of_sparta_1           |     autogpt.app.cli.main()
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/click/core.py", line 1157, in __call__
swarms_of_sparta_1           |     return self.main(*args, **kwargs)
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/click/core.py", line 1078, in main
swarms_of_sparta_1           |     rv = self.invoke(ctx)
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/click/core.py", line 1666, in invoke
swarms_of_sparta_1           |     rv = super().invoke(ctx)
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/click/core.py", line 1434, in invoke
swarms_of_sparta_1           |     return ctx.invoke(self.callback, **ctx.params)
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/click/core.py", line 783, in invoke
swarms_of_sparta_1           |     return __callback(*args, **kwargs)
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/click/decorators.py", line 33, in new_func
swarms_of_sparta_1           |     return f(get_current_context(), *args, **kwargs)
swarms_of_sparta_1           |   File "/app/autogpt/app/cli.py", line 121, in main
swarms_of_sparta_1           |     run_auto_gpt(
swarms_of_sparta_1           |   File "/app/autogpt/core/runner/client_lib/utils.py", line 59, in wrapper
swarms_of_sparta_1           |     return asyncio.run(f(*args, **kwargs))
swarms_of_sparta_1           |   File "/usr/local/lib/python3.10/asyncio/runners.py", line 44, in run
swarms_of_sparta_1           |     return loop.run_until_complete(main)
swarms_of_sparta_1           |   File "/usr/local/lib/python3.10/asyncio/base_events.py", line 649, in run_until_complete
swarms_of_sparta_1           |     return future.result()
swarms_of_sparta_1           |   File "/app/autogpt/app/main.py", line 203, in run_auto_gpt
swarms_of_sparta_1           |     await run_interaction_loop(agent)
swarms_of_sparta_1           |   File "/app/autogpt/app/main.py", line 315, in run_interaction_loop
swarms_of_sparta_1           |     ) = await agent.propose_action()
swarms_of_sparta_1           |   File "/app/autogpt/agents/features/watchdog.py", line 36, in propose_action
swarms_of_sparta_1           |     command_name, command_args, thoughts = await super(
swarms_of_sparta_1           |   File "/app/autogpt/agents/base.py", line 207, in propose_action
swarms_of_sparta_1           |     raw_response = await self.llm_provider.create_chat_completion(
swarms_of_sparta_1           |   File "/app/autogpt/core/resource/model_providers/openai.py", line 271, in create_chat_completion
swarms_of_sparta_1           |     response = await self._create_chat_completion(
swarms_of_sparta_1           |   File "/app/autogpt/core/resource/model_providers/openai.py", line 448, in _wrapped
swarms_of_sparta_1           |     return await func(*args, **kwargs)
swarms_of_sparta_1           |   File "/app/autogpt/core/resource/model_providers/openai.py", line 397, in _create_chat_completion
swarms_of_sparta_1           |     return await openai.ChatCompletion.acreate(
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/openai/api_resources/chat_completion.py", line 45, in acreate
swarms_of_sparta_1           |     return await super().acreate(*args, **kwargs)
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/openai/api_resources/abstract/engine_api_resource.py", line 217, in acreate
swarms_of_sparta_1           |     response, _, api_key = await requestor.arequest(
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/openai/api_requestor.py", line 382, in arequest
swarms_of_sparta_1           |     resp, got_stream = await self._interpret_async_response(result, stream)
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/openai/api_requestor.py", line 728, in _interpret_async_response
swarms_of_sparta_1           |     self._interpret_response_line(
swarms_of_sparta_1           |   File "/root/.cache/pypoetry/virtualenvs/agpt-9TtSrW0h-py3.10/lib/python3.10/site-packages/openai/api_requestor.py", line 757, in _interpret_response_line
swarms_of_sparta_1           |     raise error.APIError(
swarms_of_sparta_1           | openai.error.APIError: HTTP code 500 from API (<!doctype html>
swarms_of_sparta_1           | <html lang=en>
swarms_of_sparta_1           | <title>500 Internal Server Error</title>
swarms_of_sparta_1           | <h1>Internal Server Error</h1>
swarms_of_sparta_1           | <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
swarms_of_sparta_1           | )
ai-ticket_swarms_of_sparta_1 exited with code 1
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 10.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 10.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
mockopenai_1                 | DEBUG {
mockopenai_1                 |   "messages": [
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "You are meta-autogpt, you will introspect autogpt and reveal its internals via reflection and comprehension.\n\nYour decisions must always be made independently without seeking user assistance. Play to your strengths as an LLM and pursue simple strategies with no legal complications.\n\n## Constraints\nYou operate within the following constraints:\n1. Exclusively use the commands listed below.\n2. You can only act proactively, and are unable to start background jobs or set up webhooks for yourself. Take this into account when planning your actions.\n3. You are unable to interact with physical objects. If this is absolutely necessary to fulfill a task or objective or to complete a step, you must ask the user to do it for you. If the user refuses this, and there is no other way to achieve your goals, you must terminate to avoid wasting time and energy.\n4. It takes money to let you run. Your API budget is $10.000\n\n## Resources\nYou can leverage access to the following resources:\n1. Internet access for searches and information gathering.\n2. The ability to read and write files.\n3. You are a Large Language Model, trained on millions of pages of text, including a lot of factual knowledge. Make use of this factual knowledge to avoid unnecessary gathering of information.\n\n## Commands\nYou have access to the following commands:\n1. execute_python_code: Executes the given Python code inside a single-use Docker container with access to your workspace folder. Params: (code: string)\n2. execute_python_file: Execute an existing Python file inside a single-use Docker container with access to your workspace folder. Params: (filename: string, args: array)\n3. list_folder: List the items in a folder. Params: (folder: string)\n4. open_file: Open a file for editing or continued viewing; create it if it does not exist yet. Note: if you only need to read or write a file once, use `write_to_file` instead.. Params: (file_path: string)\n5. open_folder: Open a folder to keep track of its content. Params: (path: string)\n6. read_file: Read an existing file. Params: (filename: string)\n7. write_file: Write a file, creating it if necessary. If the file exists, it is overwritten.. Params: (filename: string, contents: string)\n8. ask_user: If you need more details or information regarding the given goals, you can ask the user for input. Params: (question: string)\n9. request_assistance: If you have raised a ticket and need help with it,. Params: (ticket_url: string)\n10. web_search: Searches the web. Params: (query: string)\n11. read_webpage: Read a webpage, and extract specific information from it if a question is specified. If you are looking to extract specific information from the webpage, you should specify a question.. Params: (url: string, question: string)\n12. finish: Use this to shut down once you have accomplished all of your goals, or when there are insurmountable problems that make it impossible for you to finish your task.. Params: (reason: string)\n\n## Best practices\n1. Continuously review and analyze your actions to ensure you are performing to the best of your abilities.\n2. Constructively self-criticize your big-picture behavior constantly.\n3. Reflect on past decisions and strategies to refine your approach.\n4. Every command has a cost, so be smart and efficient. Aim to complete tasks in the least number of steps.\n5. Only make use of your information gathering abilities to find information that you don't yet have knowledge of.\n\n## Goals\nFor your task, you must fulfill the following goals:\n1. Observe your behaviour\n2. Reflect over your outcomes\n3. Orient yourself to your knowledge\n4. Decide on your next step\n5. Act on your chosen next experiment"
